Date,Open,High,Low,Close,Adj Close,Volume
2025-08-29,132.01,132.85,131.17,132.66,132.66,4430700
2025-08-28,130.92,131.64,130.14,131.37,131.37,4674700
2025-08-27,131.47,131.75,130.56,131.46,131.46,4759200
2025-08-26,131.86,132.35,131.38,131.59,131.59,6076500
2025-08-25,132.72,132.96,131.49,131.87,131.87,4705800
2025-08-22,132.77,133.62,131.34,132.59,132.59,4130200
2025-08-21,132.12,133.2,131.75,132.0,132.0,3980000
2025-08-20,132.05,133.81,131.72,132.44,132.44,3639800
2025-08-19,129.92,131.72,128.68,131.25,131.25,4845700
2025-08-18,131.63,132.3,130.16,130.27,130.27,3831400
2025-08-15,129.92,132.35,129.67,131.75,131.75,6784500
2025-08-14,129.1,130.14,128.53,129.28,129.28,9688300
2025-08-13,131.12,131.65,128.33,129.4,129.4,6723700
2025-08-12,131.74,131.89,129.62,131.02,131.02,5657500
2025-08-11,134.08,134.35,130.55,131.36,131.36,7125600
2025-08-08,131.8,134.71,131.75,134.28,134.28,4985400
2025-08-07,131.16,132.5,130.73,132.06,132.06,4690600
2025-08-06,130.08,131.72,129.81,130.93,130.93,5170100
2025-08-05,129.91,131.48,129.25,130.69,130.69,5355400
2025-08-04,127.45,130.13,127.45,129.93,129.93,5671400
2025-08-01,125.47,127.77,125.47,127.29,127.29,5453300
2025-07-31,127.54,129.15,125.81,126.19,126.19,6722600
2025-07-30,127.97,129.7,127.08,128.55,128.55,5359700
2025-07-29,126.01,128.1,125.47,128.01,128.01,5834100
2025-07-28,126.15,126.99,125.63,126.35,126.35,8168400
2025-07-25,125.77,126.73,125.45,126.54,126.54,4741200
2025-07-24,125.28,125.98,124.7,125.64,125.64,4708000
2025-07-23,126.32,127.04,123.25,125.83,125.83,6439600
2025-07-22,124.33,126.38,124.23,125.73,125.73,7098400
2025-07-21,124.26,126.03,121.6,124.42,124.42,10308000
2025-07-18,122.63,125.63,122.27,123.67,123.67,19571900
2025-07-17,126.55,126.86,119.77,120.51,120.51,27560600
2025-07-16,132.12,133.03,130.31,131.74,131.74,9893000
2025-07-15,131.9,132.44,130.3,131.49,131.49,5084800
2025-07-14,132.02,133.09,131.71,132.03,131.44,4881700
2025-07-11,133.27,133.58,131.26,132.02,131.43,4661200
2025-07-10,133.73,135.05,133.01,133.6,133.0,4857100
2025-07-09,133.47,133.77,131.47,133.22,132.62,4613700
2025-07-08,133.24,134.73,132.85,133.36,132.76,4782600
2025-07-07,134.51,134.91,132.85,133.7,133.1,8927400
2025-07-03,134.67,135.24,133.2,134.44,133.84,3114300
2025-07-02,135.27,136.34,133.84,134.11,133.51,4319600
2025-07-01,135.54,137.08,134.81,136.26,135.65,5337600
2025-06-30,134.0,136.26,134.0,136.01,135.4,5749700
2025-06-27,133.29,134.91,132.88,134.38,133.78,9513500
2025-06-26,137.32,137.54,132.71,133.67,133.07,9452900
2025-06-25,137.87,138.84,136.64,137.4,136.79,5507500
2025-06-24,133.32,139.06,132.38,138.08,137.46,9894700
2025-06-23,133.07,133.47,132.11,133.26,132.66,4887200
2025-06-20,133.66,133.68,131.99,132.99,132.4,11338200
2025-06-18,132.95,133.37,131.6,132.41,131.82,4950400
2025-06-17,133.7,134.01,132.15,132.28,131.69,5010800
2025-06-16,135.56,136.41,133.31,134.01,133.41,5084100
2025-06-13,135.78,137.06,135.25,135.62,135.01,3928900
2025-06-12,135.54,136.89,135.46,136.45,135.84,5089100
2025-06-11,134.1,135.35,132.93,135.28,134.68,4100500
2025-06-10,133.56,134.85,133.33,134.13,133.53,3579400
2025-06-09,133.02,134.29,130.82,133.4,132.8,6630100
2025-06-06,134.79,135.22,133.1,133.58,132.98,3867700
2025-06-05,133.39,134.38,132.19,133.94,133.34,5581500
2025-06-04,134.41,134.87,132.94,132.96,132.37,4057000
2025-06-03,133.12,133.97,131.61,133.71,133.11,5914900
2025-06-02,132.86,133.74,131.88,133.57,132.97,4464000
