Date,Open,High,Low,Close,Adj Close,Volume
2025-08-29,354.0,357.25,352.46,356.7,356.7,2639300
2025-08-28,357.63,358.26,349.11,353.96,353.96,3803100
2025-08-27,355.98,360.37,355.16,356.35,356.35,2353800
2025-08-26,363.03,363.23,353.7,354.91,354.91,4067400
2025-08-25,362.56,364.65,361.4,363.21,363.21,2259500
2025-08-22,355.8,362.65,354.0,362.09,362.09,3058600
2025-08-21,349.91,353.82,347.0,353.43,353.43,2363200
2025-08-20,361.68,363.0,353.2,353.43,353.43,3727900
2025-08-19,359.22,364.24,358.12,361.03,361.03,2808000
2025-08-18,355.68,358.39,353.0,357.24,357.24,2923000
2025-08-15,348.33,357.29,348.0,354.85,354.85,3718700
2025-08-14,349.5,351.56,346.1,348.58,348.58,3745600
2025-08-13,339.54,351.76,337.55,351.07,351.07,4375100
2025-08-12,333.52,338.76,330.04,338.43,338.43,3569400
2025-08-11,334.53,343.4,332.47,333.65,333.65,4366200
2025-08-08,338.68,341.57,336.37,341.05,341.05,3507800
2025-08-07,344.04,347.38,332.65,338.27,338.27,4661800
2025-08-06,341.65,345.66,339.19,345.62,345.62,3347200
2025-08-05,339.31,342.74,337.35,338.74,338.74,3909000
2025-08-04,351.16,351.21,338.04,338.85,338.85,6449300
2025-08-01,355.95,356.29,347.46,347.8,347.8,4307900
2025-07-31,362.26,362.5,354.27,357.69,357.69,4513100
2025-07-30,370.68,370.72,363.48,364.0,364.0,3295200
2025-07-29,370.45,376.16,369.71,370.7,370.7,4234200
2025-07-28,371.03,372.59,368.72,369.47,369.47,2984200
2025-07-25,372.31,372.41,369.51,370.74,370.74,2053200
2025-07-24,371.9,376.0,370.61,371.69,371.69,2692100
2025-07-23,373.49,373.99,369.26,372.46,372.46,1994600
2025-07-22,368.0,374.5,368.0,372.87,372.87,2449000
2025-07-21,366.49,368.28,363.13,367.68,367.68,2770400
2025-07-18,367.07,367.79,364.0,365.79,365.79,2459200
2025-07-17,360.6,366.96,359.28,366.45,366.45,3340500
2025-07-16,364.59,365.55,358.71,361.77,361.77,3592900
2025-07-15,367.0,368.32,363.88,364.18,364.18,2551000
2025-07-14,363.19,367.68,360.18,366.99,366.99,2898700
2025-07-11,368.0,371.15,362.7,363.35,363.35,3548700
2025-07-10,371.99,373.5,365.51,371.43,371.43,4022500
2025-07-09,383.5,384.75,370.91,373.38,373.38,4726600
2025-07-08,378.5,386.6,377.18,382.24,382.24,3708200
2025-07-07,378.9,382.22,375.52,376.93,376.93,3545100
2025-07-03,378.0,383.2,377.8,379.31,379.31,2863700
2025-07-02,384.64,386.88,372.73,378.47,378.47,6912200
2025-07-01,385.1,392.58,381.52,392.1,392.1,4516400
2025-06-30,387.3,390.98,384.63,386.88,386.88,4645500
2025-06-27,385.44,390.31,384.41,385.83,385.83,5083800
2025-06-26,387.2,389.99,382.87,384.95,384.95,3139700
2025-06-25,383.6,388.05,382.0,387.55,387.55,3718800
2025-06-24,384.96,385.0,378.51,382.34,382.34,4797100
2025-06-23,377.59,380.21,374.24,380.12,380.12,3841800
2025-06-20,380.48,382.29,373.76,376.92,376.92,8126900
2025-06-18,383.99,385.27,377.54,378.04,378.04,4808900
2025-06-17,397.28,399.67,381.8,382.68,382.68,6866300
2025-06-16,392.99,405.0,391.11,401.73,401.73,6798300
2025-06-13,392.5,399.85,383.75,391.68,391.68,10629700
2025-06-12,411.43,416.39,410.77,413.68,413.68,6313300
2025-06-11,415.2,416.04,410.42,412.84,412.84,3385400
2025-06-10,416.61,419.82,414.42,416.06,416.06,2627400
2025-06-09,417.3,419.0,415.15,416.26,416.26,3034200
2025-06-06,417.54,419.65,415.28,416.92,416.92,2146900
2025-06-05,415.0,421.48,413.98,415.2,415.2,2275500
2025-06-04,411.54,415.94,410.08,413.91,413.91,1843400
2025-06-03,403.46,412.64,402.48,412.49,412.49,2737500
2025-06-02,408.88,410.0,396.73,403.4,403.4,4153700
